"IID" "secure_parents" "partic_vote" "partic_protest" "imp_immig" "imp_jobs" "imp_costliv" "imp_climate" "imp_abort" "imp_gun" "imp_crime" "imp_gaza" "imp_antisem" "imp_votright" "imp_ukraine" "imp_schteach" "imp_islamop" "highered_bias" "highered_approve" "secular_reason" "police_safe" "police_confid" "police_number" "crime_selfplc" "treatcrime_theft" "treatcrime_marij" "treatcrime_camp" "treatcrime_firearm" "treatcrime_abort" "border_patrol" "border_milit" "border_legal" "aid_ukraine" "aid_israel" "aid_palest" "prej_muslims" "prej_jews" "group_fascists" "group_kkk" "group_nazi" "group_blm" "group_atheists" "group_prolife" "group_prochoice" "group_gunrights" "group_lgbtrights" "group_feminists" "group_whitesup" "group_antigay" "group_socialist" "group_antifa" "group_christfund" "group_laborun" "group_bigbus" "group_gayles" "group_transppl" "group_christians" "group_police" "group_journal" "group_nra" "group_ruralam" "group_planparent" "group_colprofs" "group_black" "group_white" "group_hispanic" "group_asian" "group_transmen" "group_transwom" "group_jews" "group_muslims" "foreign_israel" "foreign_hamas" "foreign_israelis" "foreign_palest" "tol_freespeech" "disqual_felon" "disqual_bribe" "disqual_docs" "disqual_sexhar" "felonserve_fedoff" "empsat_paidoff" "abrtpre_abrtself" "trans_health" "trans_sportgirl" "trans_sportboy" "raceadvt_white" "raceadvt_black" "raceadvt_hispanic" "raceadvt_asian" "resent_workway" "resent_genertns" "resent_deserve" "resent_tryhard" "sexism_bprotect" "sexism_bdiff" "sexism_bhetero" "sexism_hinnoc" "sexism_hpower" "empath_concern" "empath_perspect" "school_racism" "school_gender" "abrtpre_standard.By law, a woman should always be able to obtain an abortion as a matter of perso" "abrtpre_standard.The law should permit abortion for reasons other than rape," "abrtpre_standard.Other" "abrtpre_standard.The law should permit abortion only in case of rape, incest, or when the woman's" "abrtpre_standard.By law, abortion should never be permitted."
"799" 1 2 4 2 1 2 2 2 2 1 3 2 1 2 1 3 3 2 2 1 1 4 1 3 3 5 2 3 2 2 3 3 2 2 2 2 4 1 1 46 6 43 71 31 14 21 13 62 35 4 75 68 68 7 2 86 72 50 9 53 72 46 53 71 72 54 1 0 66 42 85 58 88 43 3 1 0 0 1 3 2 4 3 2 2 1 3 2 2 3 2 3 2 5 3 1 3 3 1 5 2 2 0 0 0 1 0
"800" 2 3 1 3 3 1 3 4 1 1 5 5 2 4 1 3 4 3 3 3 4 3 4 4 4 5 3 3 4 2 4 3 4 3 2 3 28 40 32 43 29 43 31 44 48 20 30 14 31 45 37 60 70 47 32 29 69 37 33 71 55 29 71 41 32 81 48 28 38 37 53 31 34 31 4 1 0 0 0 3 2 4 3 3 2 2 2 2 2 3 2 3 4 4 3 4 4 3 4 4 3 3 1 0 0 0 0
"801" 3 2 4 2 1 1 3 3 2 1 2 3 2 3 1 2 3 2 2 3 4 4 7 3 3 4 2 3 3 3 2 2 4 2 3 2 52 41 53 88 37 50 51 63 14 35 33 75 58 51 71 61 75 13 17 92 63 64 60 75 63 66 83 70 50 65 15 34 52 67 70 50 64 54 2 1 1 1 1 3 5 4 5 2 2 1 3 2 2 4 2 2 4 5 3 2 2 2 1 5 1 1 0 0 0 1 0
"802" 1 4 4 1 1 1 2 1 4 1 2 3 2 2 1 3 1 4 2 1 3 3 4 2 4 4 2 2 2 2 2 4 3 3 4 4 26 6 100 55 100 100 54 100 52 21 37 100 100 0 64 100 13 100 100 100 54 100 100 100 10 49 100 100 100 100 55 100 100 100 79 65 100 100 1 0 0 0 0 1 5 7 5 1 1 1 2 2 2 3 4 4 5 5 1 3 2 2 2 3 4 5 0 0 0 0 1
"803" 2 1 4 1 1 1 1 1 2 1 1 2 1 1 1 1 3 1 1 1 1 3 1 1 5 2 1 5 1 3 5 1 3 3 3 3 0 0 0 75 0 100 75 25 75 100 0 75 0 0 25 100 25 75 75 100 100 100 0 75 25 100 100 100 100 100 75 75 75 75 0 0 0 0 1 1 1 1 1 3 5 3 3 3 3 1 3 2 3 2 2 2 2 3 2 2 2 2 4 4 3 3 0 0 0 1 0
"804" 1 1 2 2 2 1 1 1 1 2 2 2 1 2 2 2 2 2 2 1 1 4 2 3 5 4 1 5 2 1 4 1 1 1 2 3 15 0 15 59 50 15 85 15 70 100 0 0 50 50 15 85 15 50 50 47 85 70 15 85 100 70 85 85 85 70 70 33 85 70 46 15 70 30 1 1 1 1 1 3 4 1 5 1 1 1 3 2 1 4 1 1 4 4 4 3 5 5 4 3 2 5 1 0 0 0 0
"805" 2 3 4 1 2 1 4 4 1 1 3 3 5 1 1 5 1 5 1 1 1 5 6 2 5 1 2 5 1 1 1 1 1 5 4 4 0 0 0 0 50 100 0 100 0 0 0 100 0 0 85 0 100 83 0 100 100 0 100 100 29 34 100 100 100 100 1 0 100 15 100 0 100 2 1 0 1 0 0 1 5 4 5 1 1 2 2 2 2 1 5 5 1 3 3 3 1 3 5 5 4 5 0 0 1 0 0
"806" 1 1 4 4 2 1 1 2 1 3 5 5 1 5 1 3 3 3 1 1 1 4 1 2 5 2 1 5 3 3 3 4 5 1 1 5 0 0 0 72 100 100 100 0 63 99 0 0 100 100 0 100 2 100 99 14 100 81 0 9 100 100 94 63 83 82 97 100 47 72 0 0 0 87 1 1 1 1 1 3 3 1 3 3 3 2 2 2 2 2 4 4 4 4 2 2 3 3 4 4 5 3 1 0 0 0 0
"807" 1 1 2 2 3 2 1 1 1 2 2 2 1 1 2 2 3 3 1 1 2 4 6 3 5 5 1 5 2 4 2 1 3 1 2 2 3 1 1 88 77 1 95 1 91 100 1 94 53 2 1 97 15 89 90 6 80 91 1 51 95 89 86 77 77 79 79 79 75 83 62 2 63 62 1 1 1 1 1 3 3 1 3 4 4 1 3 2 2 4 2 2 4 3 2 4 2 4 2 5 2 5 1 0 0 0 0
"808" 3 4 4 3 3 1 2 4 1 1 3 3 4 3 2 3 3 4 1 3 4 4 4 3 5 3 1 5 2 4 3 4 4 4 1 1 30 0 0 70 50 34 88 34 1 44 0 1 40 38 40 50 30 1 1 49 33 49 35 50 85 50 100 10 100 50 0 0 49 51 51 49 49 50 2 0 0 1 1 2 4 1 5 1 1 1 3 3 1 4 1 3 4 5 4 1 2 2 3 3 4 5 1 0 0 0 0
"809" 1 1 4 2 2 2 1 1 1 1 1 1 1 1 1 2 2 2 2 3 3 3 4 4 4 3 1 5 3 3 4 1 2 1 2 1 52 0 0 74 16 33 100 29 87 93 2 31 53 21 74 93 48 95 95 92 71 95 16 100 100 85 100 85 92 96 87 93 97 86 55 2 55 54 2 1 1 1 1 3 3 2 3 5 5 1 3 3 3 5 3 3 5 3 2 2 4 5 2 4 1 3 1 0 0 0 0
"810" 2 2 3 1 1 2 5 3 3 2 4 1 2 4 1 4 1 5 1 1 1 4 7 2 3 1 2 5 1 1 5 5 2 2 4 1 5 5 2 4 53 100 39 63 39 51 4 5 4 1 78 9 56 54 4 79 100 25 64 84 22 15 79 67 91 100 1 2 87 47 81 1 80 2 1 0 1 0 0 1 4 3 5 1 3 2 3 2 2 1 5 3 2 4 2 3 3 3 4 3 5 5 0 0 0 1 0
"811" 3 2 4 3 3 2 2 2 2 2 4 2 2 3 1 2 3 3 1 3 4 4 4 4 5 5 2 5 3 5 2 2 3 3 3 3 50 3 0 78 77 45 78 0 76 76 1 2 50 50 44 77 50 70 76 50 55 61 0 50 50 75 76 75 76 78 75 78 76 76 50 50 50 50 3 0 1 1 1 2 5 1 2 5 5 1 3 3 3 4 2 2 5 2 3 4 4 3 3 5 3 3 1 0 0 0 0
"812" 2 2 3 1 1 1 1 1 1 1 1 2 1 3 2 1 3 2 2 2 3 2 6 1 1 3 1 1 2 1 2 3 3 3 2 3 50 69 30 87 57 69 60 84 51 69 77 87 69 71 75 84 87 14 0 69 64 69 87 76 84 59 85 100 73 73 29 33 70 70 70 61 58 60 3 1 1 1 1 1 2 5 2 3 1 2 3 3 3 4 3 1 2 5 1 1 1 2 1 2 1 1 0 0 0 1 0
"813" 3 1 7 1 1 1 5 3 1 1 1 5 1 1 1 5 1 5 2 1 1 5 7 1 5 1 1 5 1 1 5 5 1 3 4 1 0 1 0 0 2 100 0 100 0 0 1 4 0 1 100 3 54 5 1 100 100 0 100 100 1 1 100 100 100 100 1 2 100 51 100 0 100 0 1 0 1 0 0 1 3 5 5 1 1 2 2 2 2 3 5 5 5 5 5 1 3 5 4 5 4 5 0 1 0 0 0
"814" 3 1 4 1 1 1 2 1 1 1 1 1 1 2 1 2 3 5 2 2 3 5 7 1 4 5 1 1 3 2 3 1 3 1 3 3 0 0 0 100 0 3 100 17 100 67 0 0 43 0 50 49 50 100 100 100 47 72 0 98 68 52 100 49 61 83 100 100 87 86 0 0 14 60 5 1 1 1 1 2 3 4 5 2 2 1 3 2 2 5 1 1 5 5 1 3 3 5 4 5 1 3 1 0 0 0 0
"815" 3 1 4 1 2 1 3 5 2 1 5 3 2 5 2 5 1 5 2 1 2 5 5 1 5 2 4 5 1 1 3 4 3 3 4 2 0 0 0 10 10 70 10 20 10 30 0 20 0 0 80 50 50 60 10 70 80 30 85 80 0 10 65 70 60 70 10 10 60 50 60 0 60 35 1 1 1 0 0 1 3 5 5 1 1 2 2 2 2 1 4 5 1 4 4 3 1 3 3 3 5 5 0 0 0 1 0
"816" 3 1 4 3 2 3 1 1 1 3 2 1 1 2 1 2 2 1 1 2 3 4 1 4 5 2 1 5 2 5 4 1 3 2 1 2 0 0 0 100 100 100 100 0 100 100 0 0 86 85 0 100 50 100 100 75 85 85 0 100 100 85 100 70 100 100 100 100 100 85 75 0 75 75 2 1 1 0 1 3 3 2 2 5 5 1 3 2 3 4 2 1 5 3 5 4 2 5 1 5 3 3 1 0 0 0 0
"817" 1 2 4 2 1 1 1 2 2 2 2 2 2 2 1 2 3 3 2 3 4 4 4 2 5 4 2 1 2 1 5 3 3 3 2 2 50 1 1 100 1 53 56 100 100 100 0 72 100 51 100 100 72 73 100 99 100 100 100 100 44 81 100 100 100 100 100 50 100 100 71 50 72 76 2 1 1 1 1 3 4 7 3 3 3 2 3 2 2 3 2 3 4 5 3 2 2 3 1 5 3 5 0 0 0 1 0
"818" 2 2 3 2 2 3 3 2 2 1 3 2 2 1 2 3 2 5 1 1 2 4 6 3 4 5 1 5 1 2 4 1 4 2 3 4 15 0 0 50 70 30 70 30 60 70 0 0 50 15 60 70 70 70 70 70 70 70 30 70 70 70 70 70 70 70 70 70 70 60 60 5 70 40 1 1 1 0 1 3 4 3 3 3 3 1 2 2 2 2 4 4 3 2 3 3 2 4 4 3 2 3 1 0 0 0 0
"819" 2 5 4 5 1 1 5 3 1 1 5 5 5 5 3 5 3 3 2 3 3 3 4 3 5 5 3 5 3 3 3 3 3 3 3 3 53 52 56 54 51 54 54 54 54 52 52 55 49 50 53 56 54 53 55 50 55 54 52 56 53 55 52 52 51 55 54 53 53 56 52 50 53 52 1 0 0 0 0 2 3 4 5 1 1 2 2 2 2 3 3 3 3 3 3 3 1 1 4 4 3 5 0 0 0 1 0
"820" 3 1 4 1 2 1 1 1 3 1 3 3 1 2 1 2 2 3 1 2 3 4 4 3 5 3 1 5 2 3 4 1 2 2 3 2 0 0 0 50 0 70 85 50 50 65 0 50 50 50 50 50 50 50 50 75 85 50 50 75 85 50 75 75 50 50 50 50 50 50 60 26 60 55 3 1 1 1 1 3 3 1 4 2 2 2 2 2 2 2 4 4 2 3 3 3 3 5 4 5 4 5 1 0 0 0 0
"821" 2 1 4 2 1 3 3 4 3 4 4 2 2 3 3 2 2 1 1 2 2 4 5 2 1 3 1 2 2 2 2 2 2 2 1 2 71 78 78 74 73 74 78 78 64 84 75 84 80 77 71 61 73 65 80 61 77 78 71 59 53 64 68 75 91 74 64 75 77 78 90 39 58 51 3 0 0 1 0 1 3 5 4 2 2 2 2 2 2 3 4 4 2 4 2 1 2 2 2 4 4 2 0 0 0 1 0
"822" 2 1 2 4 3 3 1 3 2 3 2 4 2 2 4 3 3 2 1 4 5 2 1 4 5 5 2 5 3 5 3 1 5 1 1 3 0 0 0 95 97 5 99 15 99 80 0 0 99 99 0 98 15 99 99 40 30 100 0 60 99 85 85 50 95 97 99 99 70 50 60 0 65 95 2 1 1 1 1 3 1 1 1 5 5 1 3 3 3 5 1 1 5 5 3 3 3 5 4 4 1 4 1 0 0 0 0
"823" 2 1 4 1 1 1 5 2 5 1 2 1 3 2 1 4 1 5 2 1 1 5 5 1 2 2 2 3 1 1 5 1 1 4 4 1 0 0 0 7 50 100 15 100 0 50 2 71 1 0 89 25 50 3 8 85 85 15 91 95 1 16 70 88 82 85 12 3 87 15 86 5 85 51 1 1 1 1 1 2 3 6 5 1 1 2 2 3 3 2 5 5 2 5 5 1 2 3 3 4 5 5 0 0 0 1 0
"824" 3 2 3 1 1 1 2 1 3 1 1 2 1 2 1 5 3 3 2 3 3 3 4 3 5 3 2 5 5 3 4 3 3 3 3 3 25 0 25 50 95 32 100 50 75 0 0 100 40 0 78 22 25 75 50 80 25 19 50 55 100 100 50 25 55 55 69 100 89 50 100 0 85 50 3 0 1 1 1 2 3 1 3 4 4 2 2 2 2 2 3 3 3 3 2 3 2 3 1 3 4 5 1 0 0 0 0
"825" 2 1 5 1 3 2 2 1 1 2 2 2 1 2 1 2 3 4 1 2 2 3 7 3 5 5 1 5 2 2 2 1 2 3 2 2 31 3 1 89 50 100 99 3 96 96 1 5 66 32 36 71 60 96 92 60 83 84 7 94 100 80 91 71 99 99 74 98 94 82 78 5 76 18 3 1 1 1 1 3 4 2 3 1 2 1 3 3 1 3 2 2 4 3 3 5 3 4 4 3 1 3 1 0 0 0 0
"826" 3 5 5 3 1 1 2 2 1 2 2 3 3 2 2 3 2 4 1 4 4 2 3 3 4 5 1 5 3 4 2 2 4 1 2 3 0 0 0 86 50 80 60 15 85 87 0 0 45 30 16 61 31 80 73 48 16 41 0 44 78 70 52 59 68 60 71 74 52 58 18 0 43 60 2 1 1 1 1 3 5 2 4 4 4 1 3 2 1 4 1 2 5 4 5 5 5 5 1 5 2 3 0 1 0 0 0
"827" 2 2 2 1 2 1 1 1 1 1 4 3 1 4 1 3 4 4 2 3 5 3 4 3 3 4 1 5 1 2 5 5 5 5 2 2 8 0 1 85 50 16 96 72 51 54 1 52 53 50 3 52 28 51 53 17 31 30 4 50 86 86 86 31 49 21 51 51 52 40 1 0 1 1 2 1 1 1 0 2 3 3 5 4 2 1 3 1 1 5 1 2 5 4 4 4 2 5 4 5 3 5 0 1 0 0 0
"828" 3 1 3 1 1 1 5 2 1 2 4 3 4 5 1 5 1 5 2 4 4 4 4 1 5 3 5 1 1 1 1 5 3 4 5 3 0 0 0 0 41 85 60 100 0 0 0 60 0 0 70 15 30 40 0 100 15 40 50 100 0 39 50 60 50 60 0 0 50 0 10 0 10 10 1 0 1 0 0 1 4 6 5 1 1 3 2 2 2 1 4 3 2 4 3 1 2 2 2 5 5 5 0 0 0 1 0
"829" 2 1 4 4 1 2 1 1 1 1 4 2 1 3 3 5 2 3 1 4 4 3 1 2 5 4 1 5 1 5 5 2 4 1 4 4 10 6 6 77 43 100 100 90 46 67 4 7 92 91 7 79 33 68 60 34 44 30 6 32 89 82 81 61 76 62 20 24 66 82 48 17 54 55 2 1 1 1 1 3 4 1 3 1 4 3 3 3 1 5 1 1 5 4 5 2 4 3 1 5 1 5 1 0 0 0 0
"830" 1 2 4 1 1 1 2 2 2 1 2 3 1 2 1 2 3 3 2 1 3 5 6 2 5 2 1 5 1 1 5 3 3 3 2 2 66 1 12 21 4 16 21 92 16 1 7 8 12 17 51 89 85 55 78 53 87 52 81 85 53 62 86 83 51 87 60 54 53 85 53 23 54 54 3 1 1 1 1 3 5 3 5 2 2 2 2 2 2 2 5 3 5 5 2 2 3 2 1 5 4 4 1 0 0 0 0
"831" 2 5 4 1 2 1 2 3 1 1 3 4 3 1 1 4 3 3 1 3 4 3 4 3 5 2 2 1 1 1 3 3 3 3 1 4 1 0 0 2 51 52 51 93 1 4 0 0 49 50 52 24 51 0 1 93 70 49 59 48 50 49 97 96 50 2 2 0 96 0 71 51 59 52 1 1 1 1 1 3 3 7 5 3 3 2 2 2 2 1 3 3 1 5 3 3 2 3 3 5 2 5 0 0 0 0 1
"832" 3 1 4 3 1 1 2 1 1 2 1 3 2 2 2 2 2 3 1 4 4 2 1 4 4 3 1 5 3 5 3 1 5 1 3 4 0 0 0 85 71 3 100 3 100 100 0 0 50 69 0 50 28 93 92 50 31 60 0 30 100 61 69 71 69 90 93 93 59 70 0 0 15 88 1 0 1 1 1 2 3 3 1 5 5 1 3 3 2 3 2 1 3 5 3 1 5 5 3 3 1 2 1 0 0 0 0
"833" 3 1 2 4 2 2 1 1 2 2 2 1 1 2 5 3 2 2 1 2 4 3 1 4 5 5 1 5 2 4 2 2 3 1 1 1 0 0 0 85 95 10 100 85 95 85 0 0 60 65 5 80 10 100 95 60 65 90 0 85 100 90 95 50 100 95 95 85 95 95 50 5 80 80 1 1 1 1 1 3 3 2 3 3 3 1 3 3 3 5 1 2 5 3 3 3 3 5 1 5 1 4 1 0 0 0 0
"834" 2 1 4 2 4 2 5 2 3 3 3 2 3 3 2 3 2 4 2 1 2 4 6 3 3 2 3 2 2 2 3 2 1 5 4 2 7 11 10 16 30 92 14 80 9 15 24 88 15 12 75 50 51 11 15 96 85 75 82 76 6 50 90 70 70 80 9 10 83 30 92 2 78 23 1 1 1 0 0 3 3 7 5 1 1 2 2 2 2 2 3 3 3 5 3 2 3 3 2 3 5 5 0 0 0 0 1
"835" 3 1 1 4 1 1 3 2 4 3 5 5 2 5 3 5 4 3 1 4 4 3 2 4 5 1 4 5 3 5 4 5 5 5 3 4 7 65 17 0 100 3 78 70 56 62 35 0 52 25 0 75 18 82 66 0 37 42 100 86 85 81 79 41 51 9 63 60 53 45 0 0 0 0 1 1 1 0 0 2 4 2 5 3 3 2 2 3 2 3 3 2 3 4 3 3 2 4 3 4 3 4 1 0 0 0 0
"836" 3 2 1 1 1 1 5 5 5 1 2 2 5 1 1 4 1 5 2 4 3 5 5 2 5 2 1 4 1 1 4 5 2 4 4 2 0 0 0 0 49 77 0 78 10 0 0 50 0 0 69 39 20 51 49 72 79 30 62 84 0 0 50 50 50 50 50 49 61 48 50 0 50 60 1 0 1 0 0 1 5 6 5 1 1 2 2 2 2 3 5 4 3 4 3 2 2 3 3 5 5 5 0 1 0 0 0
"837" 2 1 4 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 2 2 3 3 7 2 3 2 1 2 2 3 4 2 3 3 2 2 12 10 29 69 7 52 48 53 60 49 31 52 50 51 51 51 50 50 49 68 61 51 51 56 53 51 49 60 51 49 51 60 52 40 50 32 53 43 2 1 0 0 0 3 3 4 3 3 3 1 3 3 3 3 3 2 5 5 3 2 3 3 4 5 1 2 0 0 0 1 0
"838" 2 2 4 1 3 1 2 2 1 1 2 2 2 2 2 2 3 2 3 1 2 3 5 3 4 5 4 5 1 1 5 2 1 2 1 2 27 52 51 41 2 68 55 89 50 52 50 44 50 12 81 30 51 12 47 100 97 72 86 91 63 73 50 52 50 64 16 30 51 48 73 4 73 61 4 1 1 1 0 3 4 5 5 5 5 2 2 2 2 2 5 5 2 3 2 2 2 3 3 3 4 5 0 1 0 0 0
"839" 2 3 4 2 2 2 1 1 1 2 3 3 2 3 2 3 2 3 2 3 3 3 6 2 1 1 1 1 3 2 2 3 3 3 3 3 50 50 30 60 50 50 50 50 70 50 50 50 60 50 50 50 60 60 70 50 50 50 50 50 50 60 50 85 50 85 50 70 50 50 50 50 50 50 1 1 1 1 1 2 3 1 2 4 4 2 2 2 2 2 3 3 2 5 3 2 3 2 4 4 2 1 1 0 0 0 0
"840" 1 1 3 3 2 2 5 1 1 1 1 3 2 1 3 3 2 4 2 1 1 5 6 2 4 3 2 5 1 2 4 1 1 2 4 3 0 0 0 5 0 85 15 31 0 75 0 35 42 20 77 30 5 20 5 100 90 84 25 90 15 53 90 80 90 80 0 0 85 50 100 10 90 15 2 1 1 1 1 3 2 5 5 1 1 2 2 2 2 3 4 3 2 5 1 1 2 4 2 3 4 5 0 0 0 0 1
"841" 3 2 4 1 3 1 5 4 3 2 4 3 4 3 1 3 1 5 1 1 2 4 5 1 5 3 1 4 1 1 3 4 3 5 4 2 2 1 1 1 52 11 2 3 2 9 4 2 1 1 2 13 19 50 40 50 62 1 30 84 3 2 53 65 50 53 1 2 53 51 57 1 67 1 2 1 1 0 0 2 2 4 5 1 1 2 2 2 2 2 3 5 2 3 5 3 2 2 4 5 5 5 0 1 0 0 0
"842" 2 1 4 1 1 1 5 3 3 1 3 3 1 3 2 2 3 3 1 2 3 5 4 1 5 1 2 5 1 1 5 3 2 3 3 3 50 1 2 50 49 100 100 100 1 0 27 100 50 1 85 100 100 1 1 100 86 50 100 100 50 85 62 100 86 100 2 1 100 84 100 1 100 48 1 1 1 1 0 2 5 4 5 3 3 2 2 2 2 5 3 3 3 1 3 1 1 3 4 4 3 3 0 0 1 0 0
"843" 3 1 3 2 2 1 2 2 2 3 3 4 1 3 3 4 4 4 1 4 4 3 5 3 5 2 2 5 2 3 4 2 4 2 3 3 35 4 5 59 22 43 83 29 61 59 8 16 30 16 59 68 28 75 66 61 54 52 27 56 72 53 70 69 63 38 55 73 70 45 33 29 40 41 3 1 1 1 1 3 3 3 3 2 3 1 3 3 3 3 4 4 3 4 3 2 3 3 4 5 4 4 0 1 0 0 0
"844" 1 3 3 2 2 2 2 4 2 2 5 4 4 1 5 5 2 2 1 1 1 5 7 1 5 2 1 5 1 1 4 1 5 5 3 4 1 0 0 0 50 29 51 3 84 69 0 0 29 1 3 29 1 100 85 15 93 49 0 41 60 61 15 70 51 40 70 85 72 40 0 0 14 0 3 0 0 1 1 3 5 4 3 3 3 3 1 1 2 1 5 5 2 2 5 2 4 5 3 3 5 3 1 0 0 0 0
"845" 2 1 4 1 1 1 1 1 1 1 1 2 1 1 1 1 3 3 2 2 2 4 4 1 2 3 1 2 1 1 2 1 1 1 2 2 90 15 15 100 90 90 90 90 100 90 40 90 90 90 100 90 100 100 90 100 100 100 80 90 90 100 100 90 100 80 100 70 90 90 70 60 70 70 1 1 1 1 1 1 3 6 3 3 3 2 2 2 2 2 2 2 2 2 3 1 1 2 3 2 1 2 1 0 0 0 0
"846" 3 2 4 3 2 2 3 2 2 2 3 3 2 2 2 3 3 3 2 2 3 4 7 3 3 3 3 3 2 3 3 3 3 3 3 3 1 1 49 62 41 50 60 70 2 49 2 1 50 50 70 50 51 4 2 98 60 60 69 70 60 61 70 70 50 52 1 2 60 51 61 49 60 50 4 1 1 1 1 2 3 7 5 1 1 2 2 2 2 3 3 3 3 3 3 2 3 4 5 5 3 3 0 0 0 0 1
"847" 1 1 2 1 1 1 1 1 1 1 3 2 1 3 3 2 2 3 1 2 3 4 7 1 5 3 2 5 2 2 2 4 4 3 2 3 1 1 1 75 54 40 96 91 85 56 1 1 2 50 51 27 63 90 71 65 20 70 34 77 80 65 85 64 34 87 89 81 86 82 50 50 50 50 1 1 1 1 1 3 4 2 4 3 3 1 3 3 3 3 2 2 4 4 2 2 4 4 2 5 1 4 0 1 0 0 0
"848" 3 1 1 1 1 1 1 1 1 1 4 1 1 3 1 1 3 3 2 1 1 5 7 2 5 2 1 5 1 3 1 1 3 1 5 5 15 0 0 100 0 100 100 0 100 100 0 0 0 0 47 67 25 100 100 100 72 100 0 100 100 100 100 100 100 100 100 100 100 58 50 49 51 47 1 1 1 1 1 3 1 1 3 5 5 1 2 2 2 5 2 5 5 3 5 3 3 3 3 3 3 3 1 0 0 0 0
"849" 1 2 7 1 1 1 1 1 1 1 1 3 1 1 1 1 3 3 1 1 1 4 7 1 5 1 1 2 2 2 2 1 1 5 1 1 75 0 57 76 75 100 100 100 100 100 40 100 64 24 99 78 95 100 100 100 100 100 75 59 100 100 100 100 98 100 100 100 100 100 34 42 61 39 1 1 1 1 1 3 1 1 5 1 5 1 3 3 3 1 5 5 1 5 1 1 3 1 4 5 1 4 1 0 0 0 0
"850" 1 1 2 2 2 1 2 3 3 2 4 2 2 4 3 4 3 2 2 2 3 3 4 3 2 4 2 3 3 5 5 3 3 4 2 4 5 4 4 62 53 73 64 50 71 72 51 16 51 31 61 51 85 62 49 69 86 71 59 76 50 87 72 77 72 100 61 40 70 30 35 0 49 31 2 1 1 1 1 2 3 5 3 4 4 2 2 2 2 2 3 4 2 3 2 2 2 4 3 3 3 3 0 0 0 1 0
"851" 2 5 7 1 2 1 5 3 5 1 4 2 1 5 1 5 1 5 2 1 1 4 7 1 4 2 2 4 2 1 2 5 1 5 4 3 0 9 3 13 24 82 84 71 8 29 12 18 4 6 47 22 85 53 52 85 89 43 91 96 13 49 89 89 93 96 34 21 90 56 88 4 82 9 2 1 1 1 0 3 2 5 5 3 3 2 1 1 2 2 5 4 2 4 4 2 2 2 3 5 5 5 0 0 1 0 0
"852" 3 2 4 1 1 1 3 2 2 2 2 2 1 1 2 2 4 3 1 2 3 3 5 1 5 4 1 5 2 3 4 3 3 3 3 5 75 2 9 52 81 73 76 54 78 71 54 76 70 74 73 94 78 76 89 73 76 42 72 71 76 84 72 82 85 75 74 81 73 74 87 56 81 80 2 1 1 1 1 3 3 5 5 3 3 2 2 2 2 3 4 3 3 3 3 2 3 4 4 5 5 5 0 0 0 1 0
"853" 2 3 4 1 3 2 4 2 4 2 5 3 3 5 1 3 1 4 2 3 2 2 7 3 4 2 2 2 1 1 4 4 4 5 3 3 4 0 0 3 0 75 30 0 51 4 0 0 6 0 0 51 32 4 0 24 89 0 63 61 51 5 31 29 34 31 0 0 52 51 0 0 50 1 3 0 1 1 1 2 4 5 5 1 1 2 2 2 2 3 5 5 2 4 3 2 3 5 4 5 5 5 0 0 0 1 0
"854" 2 2 2 2 1 3 1 2 2 2 2 3 3 1 4 2 2 2 2 2 3 3 5 1 2 3 2 3 3 2 2 1 1 2 2 1 39 85 70 33 79 64 76 79 81 84 82 76 94 65 95 66 94 71 68 58 67 87 89 78 15 77 80 88 75 91 74 92 64 78 79 81 64 92 1 0 0 0 0 2 3 5 2 2 1 2 2 2 3 4 3 3 3 2 2 3 4 3 2 2 3 2 0 1 0 0 0
"855" 2 1 4 3 1 1 3 2 2 2 3 3 1 3 1 3 3 3 2 3 3 4 7 3 2 5 2 1 3 3 3 3 3 3 5 5 0 0 0 73 0 61 56 48 0 0 48 21 52 0 42 100 0 0 0 79 51 100 71 27 0 100 100 100 100 100 0 0 72 70 68 71 73 68 3 0 0 0 0 2 3 7 3 3 1 2 2 2 2 3 5 3 3 3 2 1 4 4 2 4 3 3 0 0 0 0 1
"856" 3 3 4 3 3 3 2 2 2 3 2 3 2 2 3 3 2 3 1 1 2 3 3 3 5 2 1 5 3 2 3 1 4 1 3 5 15 13 9 64 56 16 73 15 63 74 12 12 56 50 30 53 59 63 67 52 69 85 19 70 87 71 60 56 67 88 60 69 66 72 52 55 50 69 4 1 1 1 1 2 3 1 2 4 4 1 2 2 2 4 3 3 4 5 4 3 4 5 4 5 3 2 1 0 0 0 0
"857" 3 3 4 3 3 2 1 1 1 3 1 1 1 2 1 1 3 3 1 3 3 3 1 3 5 5 1 5 3 5 3 1 5 1 1 2 0 0 0 61 100 0 100 0 100 100 0 0 70 99 0 99 39 100 100 17 53 51 0 52 100 50 50 52 51 50 100 100 51 53 31 1 50 50 1 1 1 1 1 2 3 1 1 5 5 1 3 2 2 5 1 2 5 1 5 5 4 5 2 5 1 2 1 0 0 0 0
